Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Delivery_distance,Time_to_pick,Month,Time_of_Day_Ordered
37.0,4.7,Sandstorms,Low,1,Meal,scooter,1.0,0,BANG,23,4.66,10.2,Mar,Night
34.0,4.3,Windy,Jam,2,Meal,motorcycle,1.0,0,SUR,31,10.64,10.2,Mar,Night
33.0,3.6,Fog,Low,1,Snack,motorcycle,1.0,0,SUR,33,16.72,10.2,Mar,Night
25.0,4.7,Windy,Medium,1,Snack,scooter,1.0,0,SUR,26,16.72,4.8,Mar,Evening
33.0,3.7,Stormy,Medium,2,Drinks,scooter,2.0,0,SUR,37,13.68,4.8,Mar,Evening
28.0,4.4,Fog,Jam,1,Snack,motorcycle,2.0,0,MUM,33,13.76,4.8,Mar,Night
22.0,4.7,Stormy,Jam,1,Drinks,motorcycle,1.0,0,CHEN,16,4.66,15.0,Mar,Night
25.0,4.7,Stormy,Jam,2,Snack,scooter,0.0,0,PUNE,16,7.66,4.8,Mar,Night
22.0,5.0,Fog,Medium,1,Drinks,scooter,1.0,0,INDO,17,7.56,15.0,Mar,Night
36.0,4.8,Stormy,Low,1,Drinks,scooter,0.0,0,JAP,28,8.94,10.2,Mar,Night
28.0,4.7,Fog,Jam,0,Drinks,motorcycle,0.0,0,BHP,26,9.44,10.2,Feb,Night
30.0,4.4,Stormy,Jam,0,Buffet,motorcycle,1.0,0,COIMB,49,12.46,10.2,Apr,Night
32.0,3.5,Windy,Medium,2,Snack,motorcycle,1.0,0,MYS,36,12.44,15.0,Apr,Evening
25.0,4.5,Fog,Low,1,Buffet,motorcycle,0.0,0,SUR,28,13.68,10.2,Mar,Night
31.0,4.6,Sandstorms,Jam,1,Meal,motorcycle,0.0,0,MYS,29,4.72,15.0,Apr,Night
32.0,4.2,Sandstorms,Low,0,Buffet,motorcycle,0.0,0,RANCHI,24,3.02,10.2,Apr,Morning
27.0,4.6,Stormy,Jam,1,Buffet,motorcycle,0.0,0,MUM,25,13.77,10.2,Mar,Night
35.0,3.8,Stormy,Jam,2,Buffet,scooter,1.0,0,HYD,37,10.76,15.0,Mar,Night
23.0,4.9,Fog,Low,1,Buffet,scooter,1.0,0,SUR,11,3.04,15.0,Mar,Morning
31.0,3.8,Sunny,Jam,2,Meal,motorcycle,1.0,0,GOA,31,20.44,10.2,Feb,Night
28.0,5.0,Cloudy,Medium,0,Meal,motorcycle,2.0,0,MUM,39,10.7,4.8,Mar,Night
28.0,4.9,Cloudy,Low,0,Meal,motorcycle,1.0,0,INDO,20,19.66,4.8,Mar,Night
33.0,4.9,Cloudy,Medium,2,Buffet,scooter,0.0,0,JAP,19,4.47,15.0,Mar,Night
37.0,4.6,Stormy,Low,1,Snack,motorcycle,0.0,0,SUR,17,19.76,9.6,Mar,Night
26.0,4.6,Sunny,Jam,0,Buffet,motorcycle,1.0,0,KOL,26,10.59,10.2,Feb,Night
32.0,4.9,Sandstorms,High,2,Snack,scooter,1.0,0,JAP,30,5.96,15.0,Mar,Evening
31.0,4.9,Windy,Low,1,Meal,motorcycle,1.0,0,HYD,24,3.07,10.2,Mar,Morning
27.0,4.6,Stormy,Jam,2,Meal,scooter,1.0,0,COIMB,12,7.79,10.2,Mar,Night
24.0,4.7,Sandstorms,High,1,Buffet,motorcycle,0.0,0,CHEN,22,6.21,4.8,Mar,Evening
25.0,4.9,Cloudy,Low,2,Snack,scooter,1.0,0,BANG,23,10.87,5.4,Mar,Night
33.0,4.8,Stormy,Low,2,Buffet,motorcycle,0.0,0,MYS,20,3.11,5.4,Mar,Morning
31.0,4.5,Windy,Jam,2,Buffet,scooter,1.0,0,JAP,43,13.41,15.0,Mar,Night
34.0,4.4,Fog,Jam,1,Drinks,scooter,0.0,0,HYD,49,16.9,15.0,Mar,Night
39.0,4.1,Stormy,Low,0,Meal,motorcycle,1.0,0,MUM,30,3.06,10.2,Mar,Morning
20.0,4.5,Stormy,Low,1,Snack,motorcycle,0.0,0,AURG,10,3.15,4.8,Feb,Morning
21.0,4.8,Sandstorms,Medium,0,Drinks,motorcycle,0.0,0,BANG,30,20.18,10.2,Mar,Evening
27.0,4.6,Sandstorms,Medium,2,Drinks,motorcycle,1.0,0,SUR,23,12.16,4.8,Mar,Night
22.0,4.8,Cloudy,Medium,0,Meal,motorcycle,2.0,1,ALH,43,19.47,4.8,Feb,Evening
25.0,4.7,Sandstorms,Low,1,Snack,motorcycle,0.0,0,VAD,11,1.51,9.6,Mar,Morning
25.0,5.0,Sandstorms,High,2,Meal,motorcycle,1.0,0,PUNE,27,6.13,15.0,Mar,Evening
33.0,4.5,Sandstorms,Low,2,Snack,scooter,0.0,0,VAD,28,7.86,5.4,Mar,Night
33.0,4.1,Stormy,Medium,0,Snack,motorcycle,1.0,0,ALH,44,11.98,5.4,Feb,Night
37.0,4.3,Stormy,Medium,0,Meal,motorcycle,1.0,0,INDO,38,6.05,10.2,Apr,Evening
32.0,4.9,Fog,Medium,1,Meal,motorcycle,1.0,0,COIMB,19,7.79,5.4,Mar,Night
32.0,4.8,Fog,High,1,Buffet,scooter,1.0,0,KOL,28,6.05,15.0,Feb,Evening
27.0,4.7,Stormy,Low,0,Buffet,motorcycle,1.0,0,COIMB,21,17.14,5.4,Mar,Night
30.0,4.0,Fog,Medium,2,Buffet,scooter,0.0,0,COIMB,31,17.14,15.0,Mar,Evening
24.0,4.7,Windy,Medium,2,Drinks,motorcycle,0.0,0,COIMB,23,6.23,9.6,Mar,Evening
33.0,4.1,Stormy,Low,0,Buffet,motorcycle,1.0,0,CHEN,26,3.1,4.8,Mar,Morning
27.0,4.5,Cloudy,Low,2,Drinks,scooter,1.0,0,MUM,24,12.23,5.4,Mar,Night
37.0,4.6,Sunny,Jam,2,Snack,motorcycle,1.0,0,PUNE,16,9.19,4.8,Mar,Night
36.0,4.8,Fog,Low,0,Buffet,motorcycle,0.0,0,MUM,23,1.53,4.8,Mar,Morning
28.0,4.9,Fog,Medium,0,Snack,motorcycle,1.0,0,PUNE,34,12.26,15.0,Mar,Evening
28.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,0,CHEN,36,10.87,4.8,Mar,Night
37.0,4.6,Windy,Medium,2,Meal,scooter,1.0,0,CHEN,28,17.07,15.0,Mar,Evening
26.0,4.9,Cloudy,Low,1,Buffet,motorcycle,0.0,0,SUR,13,3.04,10.2,Mar,Morning
37.0,5.0,Sandstorms,Jam,2,Meal,scooter,0.0,0,JAP,31,7.45,10.2,Mar,Night
22.0,5.0,Cloudy,High,1,Buffet,scooter,1.0,0,BANG,25,6.21,15.0,Apr,Evening
34.0,4.8,Fog,Low,0,Meal,motorcycle,1.0,0,SUR,21,9.12,10.2,Mar,Night
29.0,4.7,Windy,High,2,Meal,scooter,0.0,0,RANCHI,17,6.04,9.6,Mar,Evening
30.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,0,HYD,35,16.9,4.8,Mar,Night
37.0,3.6,Windy,Jam,1,Drinks,scooter,0.0,0,VAD,35,20.44,15.0,Mar,Night
36.0,4.0,Stormy,Jam,0,Buffet,motorcycle,1.0,0,INDO,43,7.56,15.0,Mar,Night
28.0,4.9,Windy,Jam,0,Drinks,motorcycle,0.0,0,BANG,38,20.18,15.0,Mar,Night
23.0,4.9,Stormy,Jam,1,Snack,scooter,1.0,0,INDO,21,4.54,15.0,Mar,Night
36.0,4.7,Cloudy,Low,1,Meal,scooter,0.0,0,SUR,15,4.56,10.2,Mar,Night
20.0,4.5,Sandstorms,Jam,0,Buffet,motorcycle,1.0,0,LUDH,25,13.18,15.0,Feb,Night
37.0,5.0,Cloudy,Jam,2,Drinks,motorcycle,1.0,0,CHEN,25,9.31,4.8,Mar,Night
25.0,5.0,Fog,Jam,2,Drinks,scooter,1.0,0,CHEN,31,13.97,15.0,Apr,Night
34.0,5.0,Fog,Medium,2,Snack,scooter,0.0,0,MUM,32,13.77,4.8,Mar,Evening
37.0,4.7,Cloudy,Medium,2,Buffet,scooter,2.0,0,CHEN,41,17.07,15.0,Mar,Evening
34.0,4.5,Windy,High,1,Meal,motorcycle,1.0,0,MYS,27,6.22,9.6,Apr,Evening
23.0,4.6,Stormy,Jam,0,Drinks,motorcycle,1.0,0,VAD,34,14.15,4.8,Apr,Night
20.0,4.6,Sandstorms,Medium,2,Buffet,scooter,1.0,0,BANG,24,17.08,10.2,Mar,Evening
26.0,4.2,Windy,Low,0,Buffet,motorcycle,1.0,0,SUR,18,3.04,15.0,Apr,Morning
39.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,1.0,0,SUR,26,1.52,4.8,Mar,Morning
33.0,4.7,Stormy,Low,2,Buffet,scooter,1.0,0,HYD,21,4.61,15.0,Mar,Night
37.0,4.5,Cloudy,Jam,0,Drinks,motorcycle,1.0,1,LUDH,53,10.25,15.0,Feb,Night
31.0,3.7,Sandstorms,Jam,2,Meal,motorcycle,1.0,0,LUDH,32,11.72,10.2,Feb,Night
23.0,3.1,Sunny,Low,2,Snack,scooter,1.0,0,CHEN,35,12.42,10.2,Mar,Night
20.0,4.8,Fog,Medium,2,Meal,scooter,2.0,0,HYD,39,13.83,15.0,Mar,Night
24.0,4.9,Fog,Low,1,Buffet,motorcycle,1.0,0,DEH,12,7.34,4.8,Feb,Night
34.0,4.1,Stormy,Low,0,Buffet,motorcycle,1.0,0,INDO,31,1.51,5.4,Mar,Morning
29.0,4.5,Windy,Jam,2,Drinks,electric_scooter,0.0,0,CHEN,21,12.42,4.8,Mar,Night
24.0,4.5,Sandstorms,Medium,2,Buffet,scooter,1.0,0,VAD,28,16.66,15.0,Mar,Evening
27.0,4.9,Stormy,Medium,1,Drinks,scooter,0.0,0,BANG,21,7.76,4.8,Mar,Evening
30.0,4.4,Fog,Jam,1,Meal,scooter,1.0,0,RANCHI,41,13.58,5.4,Mar,Night
26.0,4.8,Windy,Jam,0,Buffet,motorcycle,1.0,0,MUM,26,10.7,15.0,Mar,Night
33.0,4.2,Cloudy,Jam,1,Buffet,motorcycle,1.0,0,CHEN,47,20.18,4.8,Mar,Night
20.0,4.7,Stormy,Jam,2,Buffet,scooter,1.0,0,MUM,29,4.59,4.8,Mar,Night
30.0,4.9,Fog,Medium,1,Meal,scooter,1.0,0,LUDH,19,8.79,15.0,Feb,Evening
36.0,4.1,Windy,Jam,0,Snack,motorcycle,0.0,0,JAP,35,20.85,15.0,Apr,Night
31.0,5.0,Sandstorms,High,2,Drinks,scooter,1.0,0,JAP,30,2.98,9.6,Apr,Morning
36.0,4.8,Stormy,Low,1,Buffet,motorcycle,0.0,0,VAD,15,12.58,10.2,Apr,Night
38.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,0,PUNE,22,9.19,10.2,Apr,Night
25.0,4.7,Stormy,Medium,1,Snack,scooter,1.0,0,JAP,17,20.85,9.6,Mar,Night
24.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,1.0,0,PUNE,24,7.66,9.6,Mar,Night
21.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,1.0,0,VAD,33,16.66,5.4,Mar,Night
36.0,4.8,Windy,Medium,2,Snack,electric_scooter,0.0,0,CHEN,27,4.66,9.6,Mar,Night
33.0,4.1,Windy,Jam,0,Buffet,motorcycle,2.0,0,COIMB,37,12.46,15.0,Mar,Night
21.0,4.9,Stormy,Low,2,Meal,electric_scooter,0.0,0,MUM,16,4.59,10.2,Mar,Night
28.0,4.9,Sandstorms,Medium,0,Meal,motorcycle,1.0,0,MYS,12,6.22,10.2,Mar,Evening
22.0,4.8,Sunny,Jam,0,Meal,motorcycle,1.0,0,INDO,33,12.1,10.2,Mar,Night
22.0,4.9,Sandstorms,Jam,0,Meal,motorcycle,0.0,0,PUNE,24,9.19,4.8,Mar,Night
32.0,4.1,Windy,Jam,0,Snack,motorcycle,1.0,0,JAP,40,13.41,9.6,Mar,Night
36.0,4.5,Sunny,High,2,Drinks,scooter,1.0,0,SUR,15,1.52,5.4,Mar,Morning
24.0,4.5,Cloudy,Medium,2,Buffet,scooter,1.0,0,CHEN,26,12.42,4.8,Apr,Night
31.0,4.8,Fog,Jam,1,Drinks,scooter,1.0,0,MUM,35,4.59,4.8,Mar,Night
37.0,4.7,Sandstorms,Low,0,Meal,motorcycle,1.0,0,SUR,20,12.16,9.6,Mar,Night
31.0,4.9,Fog,Low,2,Drinks,scooter,1.0,0,MUM,28,13.77,10.2,Mar,Night
23.0,4.8,Sunny,Medium,0,Drinks,motorcycle,0.0,0,INDO,24,6.05,15.0,Mar,Evening
26.0,4.7,Windy,High,1,Meal,scooter,1.0,0,KOL,28,6.05,15.0,Feb,Evening
21.0,4.7,Sandstorms,Medium,0,Snack,motorcycle,1.0,0,PUNE,20,13.79,15.0,Mar,Night
29.0,4.7,Sandstorms,Jam,0,Buffet,motorcycle,1.0,0,PUNE,29,19.91,15.0,Mar,Night
31.0,4.8,Sandstorms,Jam,0,Drinks,motorcycle,3.0,0,CHEN,53,20.18,15.0,Apr,Night
34.0,4.2,Sandstorms,Jam,1,Buffet,motorcycle,1.0,0,ALH,32,16.48,15.0,Feb,Night
20.0,4.9,Sunny,Low,1,Meal,scooter,0.0,0,SUR,21,4.56,10.2,Mar,Night
36.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,0,VAD,18,1.57,15.0,Mar,Morning
33.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,0,RANCHI,25,7.86,15.0,Apr,Evening
35.0,4.2,Windy,Medium,1,Snack,scooter,1.0,0,JAP,33,13.41,10.2,Mar,Evening
22.0,4.9,Sunny,Low,1,Drinks,motorcycle,1.0,0,CHEN,15,1.55,10.2,Mar,Morning
21.0,4.7,Sunny,Jam,1,Buffet,scooter,0.0,0,RANCHI,15,19.62,9.6,Mar,Night
25.0,5.0,Windy,Jam,0,Snack,motorcycle,1.0,0,PUNE,31,12.26,15.0,Mar,Night
38.0,4.5,Sunny,Medium,2,Snack,scooter,1.0,0,SUR,22,19.76,9.6,Mar,Evening
21.0,4.7,Fog,Medium,1,Drinks,motorcycle,0.0,0,JAP,15,5.96,9.6,Mar,Evening
35.0,4.6,Windy,Low,1,Snack,scooter,0.0,0,COIMB,18,10.91,15.0,Mar,Night
22.0,4.6,Sunny,Medium,2,Meal,motorcycle,0.0,0,LUDH,13,11.72,15.0,Feb,Evening
33.0,4.7,Cloudy,Low,0,Drinks,motorcycle,1.0,0,JAP,24,1.49,15.0,Mar,Morning
36.0,4.7,Windy,Jam,0,Drinks,motorcycle,0.0,0,AURG,41,9.16,4.8,Feb,Night
32.0,4.1,Windy,Low,0,Meal,motorcycle,0.0,0,HYD,34,7.68,10.2,Mar,Night
25.0,5.0,Stormy,Medium,2,Meal,electric_scooter,1.0,0,BHP,20,6.04,15.0,Feb,Evening
32.0,4.9,Sunny,Medium,2,Snack,motorcycle,0.0,0,KOL,20,6.05,10.2,Feb,Evening
38.0,4.6,Windy,Jam,0,Meal,motorcycle,1.0,1,DEH,49,7.34,9.6,Feb,Night
26.0,4.6,Windy,Jam,1,Snack,scooter,1.0,0,MUM,24,4.59,15.0,Mar,Night
33.0,4.9,Fog,Medium,2,Drinks,scooter,1.0,1,INDO,43,13.61,4.8,Mar,Night
39.0,4.9,Fog,Low,2,Meal,motorcycle,1.0,0,JAP,18,2.98,10.2,Mar,Morning
38.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,1.0,0,JAP,26,5.96,15.0,Mar,Evening
20.0,4.9,Fog,Low,1,Buffet,motorcycle,0.0,0,BANG,11,1.55,15.0,Mar,Morning
24.0,5.0,Sandstorms,Low,2,Buffet,scooter,0.0,0,MYS,11,12.43,5.4,Mar,Night
38.0,4.8,Windy,Jam,0,Meal,motorcycle,3.0,1,AURG,54,16.79,15.0,Feb,Night
30.0,4.2,Sandstorms,Low,0,Drinks,motorcycle,0.0,0,VAD,32,3.15,9.6,Mar,Morning
26.0,4.3,Stormy,High,0,Meal,motorcycle,1.0,0,COIMB,37,3.12,15.0,Mar,Morning
21.0,4.8,Windy,Medium,1,Snack,motorcycle,1.0,0,CHEN,28,9.31,15.0,Mar,Evening
38.0,4.8,Fog,Jam,1,Buffet,motorcycle,3.0,0,AGR,46,13.39,10.2,Feb,Night
33.0,4.5,Sandstorms,High,1,Snack,scooter,1.0,0,BANG,30,1.55,9.6,Mar,Morning
28.0,4.9,Windy,Jam,2,Buffet,electric_scooter,1.0,0,CHEN,15,17.07,9.6,Mar,Night
30.0,4.7,Cloudy,Low,0,Meal,motorcycle,0.0,0,CHEN,23,3.1,5.4,Mar,Morning
33.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,0,CHEN,29,4.66,15.0,Mar,Night
34.0,4.9,Stormy,Low,1,Buffet,scooter,1.0,0,MUM,25,4.59,15.0,Mar,Night
36.0,4.8,Sandstorms,Medium,2,Snack,electric_scooter,0.0,0,HYD,34,6.15,4.8,Mar,Evening
33.0,4.8,Fog,Jam,2,Snack,electric_scooter,0.0,1,DEH,44,11.75,4.8,Feb,Night
24.0,4.4,Fog,Jam,2,Buffet,scooter,1.0,0,MUM,37,13.77,4.8,Mar,Night
22.0,4.9,Sandstorms,Medium,1,Buffet,scooter,1.0,0,VAD,24,4.72,5.4,Mar,Evening
39.0,4.7,Fog,High,1,Snack,motorcycle,1.0,0,PUNE,29,6.13,15.0,Apr,Evening
27.0,4.6,Sandstorms,Low,2,Snack,motorcycle,1.0,0,LUDH,17,8.79,10.2,Feb,Night
23.0,4.7,Windy,Jam,2,Meal,motorcycle,1.0,0,COIMB,22,17.14,5.4,Apr,Night
20.0,4.5,Cloudy,Low,1,Snack,scooter,1.0,0,RANCHI,23,10.56,9.6,Mar,Night
22.0,4.9,Windy,Low,0,Meal,motorcycle,1.0,0,SUR,16,10.64,4.8,Mar,Night
34.0,4.1,Stormy,High,0,Drinks,motorcycle,1.0,0,RANCHI,38,6.29,9.6,Mar,Evening
30.0,4.8,Fog,Medium,2,Meal,scooter,1.0,0,JAP,38,20.85,15.0,Mar,Evening
21.0,4.9,Sunny,Medium,1,Meal,motorcycle,1.0,0,GOA,10,9.26,4.8,Feb,Night
37.0,5.0,Windy,Low,1,Drinks,motorcycle,1.0,0,SUR,29,7.6,5.4,Apr,Night
25.0,4.8,Windy,High,1,Snack,scooter,0.0,0,PUNE,12,3.06,15.0,Mar,Morning
28.0,4.9,Windy,Medium,1,Snack,scooter,1.0,0,COIMB,26,12.46,15.0,Mar,Evening
24.0,4.9,Windy,Jam,1,Snack,motorcycle,0.0,0,JAP,14,4.47,10.2,Mar,Night
21.0,4.0,Sandstorms,Jam,0,Meal,motorcycle,1.0,0,PUNE,35,13.79,5.4,Mar,Night
27.0,4.9,Sandstorms,Jam,0,Buffet,motorcycle,0.0,0,MUM,20,7.65,4.8,Mar,Night
27.0,4.9,Stormy,Low,0,Buffet,motorcycle,1.0,0,INDO,21,16.64,4.8,Apr,Night
28.0,5.0,Cloudy,Low,2,Buffet,scooter,1.0,0,HYD,16,3.07,10.2,Mar,Morning
31.0,4.9,Windy,Jam,1,Meal,motorcycle,1.0,0,JAP,28,20.85,15.0,Mar,Night
21.0,4.6,Sunny,Jam,1,Snack,scooter,0.0,0,INDO,20,10.59,15.0,Mar,Night
23.0,4.8,Sandstorms,Medium,1,Snack,motorcycle,0.0,0,HYD,25,6.15,15.0,Mar,Evening
34.0,4.0,Stormy,Medium,1,Buffet,scooter,1.0,0,VAD,31,9.44,10.2,Mar,Evening
39.0,4.6,Sunny,Jam,0,Snack,motorcycle,0.0,0,MUM,28,13.76,15.0,Apr,Night
25.0,4.9,Sunny,Jam,0,Buffet,motorcycle,1.0,0,DEH,30,14.15,15.0,Feb,Night
35.0,4.9,Stormy,Low,1,Meal,scooter,0.0,0,JAP,29,20.85,9.6,Mar,Night
34.0,4.8,Fog,Low,2,Snack,scooter,0.0,0,HYD,18,3.07,15.0,Mar,Morning
35.0,4.8,Cloudy,Low,1,Drinks,motorcycle,0.0,0,PUNE,17,3.06,15.0,Mar,Morning
35.0,4.7,Stormy,Low,2,Drinks,motorcycle,1.0,0,ALH,27,7.49,15.0,Feb,Night
36.0,4.9,Sunny,High,0,Buffet,motorcycle,1.0,0,VAD,23,6.06,10.2,Mar,Evening
38.0,4.8,Cloudy,Jam,1,Drinks,motorcycle,2.0,0,VAD,49,16.66,4.8,Mar,Night
30.0,4.9,Stormy,Jam,0,Drinks,motorcycle,1.0,0,MYS,42,13.99,9.6,Mar,Night
25.0,4.6,Cloudy,Jam,1,Drinks,motorcycle,0.0,0,VAD,24,4.54,10.2,Mar,Night
31.0,4.4,Stormy,High,2,Meal,electric_scooter,1.0,0,CHEN,31,6.21,15.0,Mar,Evening
22.0,4.2,Fog,Jam,1,Buffet,motorcycle,1.0,0,PUNE,33,16.85,15.0,Mar,Night
24.0,4.5,Stormy,High,0,Drinks,motorcycle,0.0,0,ALH,25,3.0,10.2,Feb,Morning
24.0,5.0,Stormy,Low,2,Meal,scooter,0.0,0,SUR,14,13.68,15.0,Mar,Night
29.0,4.9,Sunny,Jam,0,Meal,motorcycle,1.0,0,COIMB,24,17.14,5.4,Mar,Night
26.0,4.7,Stormy,Jam,2,Buffet,electric_scooter,1.0,0,AGR,16,20.83,5.4,Feb,Night
21.0,4.8,Windy,High,1,Snack,scooter,0.0,0,COIMB,28,1.56,10.2,Mar,Morning
37.0,4.4,Sandstorms,Low,0,Meal,motorcycle,0.0,0,COIMB,20,7.79,10.2,Mar,Night
32.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,0,RANCHI,24,11.01,4.8,Mar,Night
33.0,4.6,Fog,Jam,0,Drinks,motorcycle,0.0,0,MUM,44,13.77,5.4,Apr,Night
34.0,3.5,Windy,Jam,1,Drinks,scooter,1.0,0,RANCHI,44,19.62,4.8,Mar,Night
34.0,4.1,Fog,Jam,1,Drinks,motorcycle,0.0,0,BANG,38,4.66,9.6,Mar,Night
27.0,4.5,Stormy,Low,2,Buffet,scooter,0.0,0,COIMB,19,3.12,15.0,Mar,Morning
26.0,5.0,Stormy,Jam,2,Snack,scooter,1.0,0,CHEN,23,7.76,4.8,Mar,Night
23.0,4.6,Stormy,Medium,0,Drinks,motorcycle,0.0,0,SUR,20,4.56,4.8,Apr,Evening
39.0,4.4,Windy,Medium,0,Snack,motorcycle,2.0,0,RANCHI,32,10.56,4.8,Mar,Evening
38.0,4.8,Stormy,Medium,0,Snack,motorcycle,1.0,1,MUM,44,10.71,5.4,Mar,Evening
21.0,4.8,Cloudy,Low,2,Drinks,scooter,1.0,0,PUNE,10,3.06,9.6,Mar,Morning
20.0,4.5,Windy,Low,0,Buffet,motorcycle,1.0,0,VAD,27,1.57,15.0,Mar,Morning
37.0,4.3,Fog,Jam,1,Buffet,scooter,1.0,0,PUNE,35,7.66,15.0,Mar,Night
34.0,4.6,Windy,Low,2,Snack,motorcycle,1.0,0,KNP,22,2.98,15.0,Feb,Morning
32.0,4.2,Stormy,High,1,Drinks,motorcycle,0.0,0,RANCHI,31,6.04,10.2,Mar,Evening
31.0,5.0,Sandstorms,Low,1,Buffet,scooter,1.0,0,PUNE,25,3.06,4.8,Mar,Morning
23.0,4.5,Windy,Low,1,Drinks,scooter,1.0,0,KOL,12,13.62,15.0,Feb,Night
26.0,5.0,Fog,Medium,0,Snack,motorcycle,0.0,0,VAD,24,4.72,4.8,Mar,Night
38.0,4.4,Stormy,Medium,2,Buffet,electric_scooter,2.0,0,AGR,38,11.01,10.2,Feb,Night
30.0,4.7,Sandstorms,Jam,2,Buffet,scooter,1.0,0,MYS,33,9.33,9.6,Mar,Night
33.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,0,PUNE,26,1.53,9.6,Apr,Morning
28.0,4.8,Fog,Medium,2,Buffet,scooter,1.0,0,JAP,30,19.36,15.0,Mar,Night
33.0,4.7,Sunny,Low,2,Drinks,motorcycle,0.0,0,COIMB,16,3.12,4.8,Mar,Morning
38.0,4.9,Fog,Jam,0,Buffet,motorcycle,3.0,0,LUDH,51,12.58,9.6,Feb,Night
26.0,5.0,Cloudy,Medium,2,Buffet,scooter,0.0,0,AURG,17,7.63,9.6,Feb,Night
39.0,4.7,Sunny,Medium,0,Meal,motorcycle,1.0,0,RANCHI,24,4.72,15.0,Apr,Night
39.0,4.4,Stormy,Jam,2,Meal,motorcycle,1.0,0,SUR,33,19.76,9.6,Mar,Night
39.0,4.5,Windy,Jam,2,Buffet,scooter,1.0,0,MYS,29,9.33,15.0,Mar,Night
34.0,4.7,Stormy,Medium,0,Snack,motorcycle,1.0,0,MYS,30,6.22,4.8,Mar,Evening
36.0,4.2,Stormy,Medium,2,Meal,motorcycle,1.0,1,AURG,39,11.01,9.6,Feb,Night
39.0,4.9,Fog,High,0,Meal,motorcycle,1.0,0,HYD,29,6.15,15.0,Mar,Evening
26.0,3.7,Sunny,High,0,Drinks,motorcycle,1.0,1,INDO,51,3.03,10.2,Apr,Morning
38.0,4.5,Fog,High,2,Meal,scooter,1.0,0,INDO,30,6.05,10.2,Mar,Evening
28.0,4.6,Stormy,Medium,1,Drinks,scooter,1.0,0,MUM,24,4.59,4.8,Mar,Night
38.0,4.9,Sunny,Low,0,Drinks,motorcycle,0.0,0,KOL,27,19.67,4.8,Feb,Night
30.0,4.5,Sandstorms,Jam,2,Buffet,scooter,1.0,0,HYD,40,10.76,9.6,Mar,Night
35.0,4.7,Sandstorms,Jam,2,Drinks,scooter,1.0,0,MUM,27,4.59,4.8,Mar,Night
22.0,5.0,Stormy,Jam,2,Meal,scooter,1.0,0,BANG,24,12.42,15.0,Mar,Night
38.0,4.8,Sunny,High,2,Buffet,electric_scooter,0.0,0,KNP,15,2.98,9.6,Feb,Morning
32.0,4.5,Windy,Jam,2,Drinks,scooter,1.0,0,MYS,30,9.33,15.0,Mar,Night
29.0,4.9,Fog,Low,1,Buffet,motorcycle,1.0,0,RANCHI,23,13.58,10.2,Mar,Night
29.0,4.7,Fog,Low,1,Buffet,motorcycle,1.0,0,JAP,21,10.43,9.6,Mar,Night
23.0,4.7,Windy,Low,2,Snack,electric_scooter,1.0,0,INDO,19,1.51,10.2,Mar,Morning
28.0,4.9,Sandstorms,Low,2,Buffet,motorcycle,0.0,0,RANCHI,12,4.53,15.0,Mar,Night
30.0,3.9,Stormy,Jam,1,Meal,scooter,1.0,0,RANCHI,41,10.57,4.8,Apr,Night
20.0,4.8,Windy,Medium,1,Buffet,scooter,1.0,0,PUNE,20,7.66,4.8,Mar,Night
20.0,4.8,Cloudy,High,1,Drinks,scooter,1.0,0,SUR,20,6.08,9.6,Mar,Evening
32.0,4.8,Windy,Low,1,Snack,motorcycle,1.0,0,KOC,26,4.68,4.8,Feb,Night
31.0,4.8,Cloudy,Low,1,Snack,motorcycle,1.0,0,JAP,15,2.98,4.8,Mar,Morning
38.0,5.0,Fog,Low,2,Drinks,electric_scooter,0.0,0,HYD,19,4.61,15.0,Mar,Night
39.0,4.5,Sandstorms,Low,0,Meal,motorcycle,1.0,0,MUM,22,12.23,4.8,Mar,Night
36.0,4.8,Stormy,High,2,Drinks,motorcycle,1.0,0,BANG,28,1.55,5.4,Mar,Morning
36.0,4.9,Sunny,Low,2,Drinks,scooter,0.0,0,AURG,11,3.05,15.0,Feb,Morning
28.0,4.8,Fog,High,2,Snack,scooter,1.0,0,BHP,26,3.15,15.0,Feb,Morning
21.0,4.6,Sunny,High,2,Drinks,scooter,0.0,0,MUM,15,6.12,15.0,Mar,Evening
23.0,4.9,Fog,Jam,0,Drinks,motorcycle,1.0,0,RANCHI,43,10.56,15.0,Mar,Night
20.0,4.4,Fog,Jam,2,Snack,scooter,1.0,0,BANG,32,4.66,9.6,Mar,Night
